sample_uid,split,temperature,temperature_folder,sample_id,tx_path,rx_path,tx_path_rel_to_bbdd_parent,rx_path_rel_to_bbdd_parent,model,y_true,y_pred,error,abs_error
15__000015,train,15.0,15,15,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000015.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000015.bin,BBDD/15/iq_tx_000015.bin,BBDD/15/iq_rx_000015.bin,OLS_torch,15.0,20.506401150156496,5.506401150156496,5.506401150156496
15__000018,train,15.0,15,18,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000018.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000018.bin,BBDD/15/iq_tx_000018.bin,BBDD/15/iq_rx_000018.bin,OLS_torch,15.0,23.33886059393396,8.338860593933958,8.338860593933958
15__000023,train,15.0,15,23,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000023.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000023.bin,BBDD/15/iq_tx_000023.bin,BBDD/15/iq_rx_000023.bin,OLS_torch,15.0,17.95172147072583,2.951721470725829,2.951721470725829
15__000024,train,15.0,15,24,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000024.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000024.bin,BBDD/15/iq_tx_000024.bin,BBDD/15/iq_rx_000024.bin,OLS_torch,15.0,24.241011169530452,9.241011169530452,9.241011169530452
15__000025,train,15.0,15,25,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000025.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000025.bin,BBDD/15/iq_tx_000025.bin,BBDD/15/iq_rx_000025.bin,OLS_torch,15.0,21.473864479100392,6.473864479100392,6.473864479100392
15__000027,train,15.0,15,27,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000027.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000027.bin,BBDD/15/iq_tx_000027.bin,BBDD/15/iq_rx_000027.bin,OLS_torch,15.0,9.221722979633647,-5.778277020366353,5.778277020366353
15__000028,train,15.0,15,28,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000028.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000028.bin,BBDD/15/iq_tx_000028.bin,BBDD/15/iq_rx_000028.bin,OLS_torch,15.0,21.98224484524001,6.982244845240011,6.982244845240011
15__000029,train,15.0,15,29,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000029.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000029.bin,BBDD/15/iq_tx_000029.bin,BBDD/15/iq_rx_000029.bin,OLS_torch,15.0,21.91525741089689,6.9152574108968885,6.9152574108968885
15__000030,train,15.0,15,30,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000030.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000030.bin,BBDD/15/iq_tx_000030.bin,BBDD/15/iq_rx_000030.bin,OLS_torch,15.0,24.74511730980648,9.745117309806481,9.745117309806481
15__000031,train,15.0,15,31,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000031.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000031.bin,BBDD/15/iq_tx_000031.bin,BBDD/15/iq_rx_000031.bin,OLS_torch,15.0,20.263119629917554,5.263119629917554,5.263119629917554
15__000032,train,15.0,15,32,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000032.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000032.bin,BBDD/15/iq_tx_000032.bin,BBDD/15/iq_rx_000032.bin,OLS_torch,15.0,24.641912151231054,9.641912151231054,9.641912151231054
15__000033,train,15.0,15,33,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000033.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000033.bin,BBDD/15/iq_tx_000033.bin,BBDD/15/iq_rx_000033.bin,OLS_torch,15.0,29.18106841013714,14.18106841013714,14.18106841013714
15__000036,train,15.0,15,36,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000036.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000036.bin,BBDD/15/iq_tx_000036.bin,BBDD/15/iq_rx_000036.bin,OLS_torch,15.0,25.503813012677828,10.503813012677828,10.503813012677828
15__000038,train,15.0,15,38,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000038.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000038.bin,BBDD/15/iq_tx_000038.bin,BBDD/15/iq_rx_000038.bin,OLS_torch,15.0,27.719186128579423,12.719186128579423,12.719186128579423
15__000039,train,15.0,15,39,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000039.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000039.bin,BBDD/15/iq_tx_000039.bin,BBDD/15/iq_rx_000039.bin,OLS_torch,15.0,24.485753276186166,9.485753276186166,9.485753276186166
15__000041,train,15.0,15,41,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000041.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000041.bin,BBDD/15/iq_tx_000041.bin,BBDD/15/iq_rx_000041.bin,OLS_torch,15.0,25.76718248218998,10.76718248218998,10.76718248218998
15__000042,train,15.0,15,42,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000042.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000042.bin,BBDD/15/iq_tx_000042.bin,BBDD/15/iq_rx_000042.bin,OLS_torch,15.0,28.408419812611246,13.408419812611246,13.408419812611246
15__000043,train,15.0,15,43,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000043.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000043.bin,BBDD/15/iq_tx_000043.bin,BBDD/15/iq_rx_000043.bin,OLS_torch,15.0,28.168925803836842,13.168925803836842,13.168925803836842
15__000044,train,15.0,15,44,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000044.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000044.bin,BBDD/15/iq_tx_000044.bin,BBDD/15/iq_rx_000044.bin,OLS_torch,15.0,33.508536454248755,18.508536454248755,18.508536454248755
15__000045,train,15.0,15,45,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000045.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000045.bin,BBDD/15/iq_tx_000045.bin,BBDD/15/iq_rx_000045.bin,OLS_torch,15.0,31.500595420614083,16.500595420614083,16.500595420614083
15__000047,train,15.0,15,47,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000047.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000047.bin,BBDD/15/iq_tx_000047.bin,BBDD/15/iq_rx_000047.bin,OLS_torch,15.0,26.88031677979411,11.88031677979411,11.88031677979411
15__000048,train,15.0,15,48,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000048.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000048.bin,BBDD/15/iq_tx_000048.bin,BBDD/15/iq_rx_000048.bin,OLS_torch,15.0,32.984518400316844,17.984518400316844,17.984518400316844
15__000049,train,15.0,15,49,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000049.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000049.bin,BBDD/15/iq_tx_000049.bin,BBDD/15/iq_rx_000049.bin,OLS_torch,15.0,31.379573703716463,16.379573703716463,16.379573703716463
15__000051,train,15.0,15,51,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000051.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000051.bin,BBDD/15/iq_tx_000051.bin,BBDD/15/iq_rx_000051.bin,OLS_torch,15.0,26.623084008681925,11.623084008681925,11.623084008681925
15__000052,train,15.0,15,52,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000052.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000052.bin,BBDD/15/iq_tx_000052.bin,BBDD/15/iq_rx_000052.bin,OLS_torch,15.0,29.159970680038207,14.159970680038207,14.159970680038207
15__000054,train,15.0,15,54,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000054.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000054.bin,BBDD/15/iq_tx_000054.bin,BBDD/15/iq_rx_000054.bin,OLS_torch,15.0,34.37197639276041,19.37197639276041,19.37197639276041
15__000055,train,15.0,15,55,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000055.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000055.bin,BBDD/15/iq_tx_000055.bin,BBDD/15/iq_rx_000055.bin,OLS_torch,15.0,34.054429279545616,19.054429279545616,19.054429279545616
15__000056,train,15.0,15,56,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000056.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000056.bin,BBDD/15/iq_tx_000056.bin,BBDD/15/iq_rx_000056.bin,OLS_torch,15.0,28.791968716326327,13.791968716326327,13.791968716326327
15__000057,train,15.0,15,57,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000057.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000057.bin,BBDD/15/iq_tx_000057.bin,BBDD/15/iq_rx_000057.bin,OLS_torch,15.0,28.854547452905564,13.854547452905564,13.854547452905564
15__000058,train,15.0,15,58,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000058.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000058.bin,BBDD/15/iq_tx_000058.bin,BBDD/15/iq_rx_000058.bin,OLS_torch,15.0,28.06183269042889,13.06183269042889,13.06183269042889
15__000059,train,15.0,15,59,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000059.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000059.bin,BBDD/15/iq_tx_000059.bin,BBDD/15/iq_rx_000059.bin,OLS_torch,15.0,18.215129747273405,3.215129747273405,3.215129747273405
15__000060,train,15.0,15,60,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000060.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000060.bin,BBDD/15/iq_tx_000060.bin,BBDD/15/iq_rx_000060.bin,OLS_torch,15.0,26.16517197157368,11.165171971573681,11.165171971573681
15__000061,train,15.0,15,61,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000061.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000061.bin,BBDD/15/iq_tx_000061.bin,BBDD/15/iq_rx_000061.bin,OLS_torch,15.0,32.9612329070671,17.9612329070671,17.9612329070671
15__000062,train,15.0,15,62,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000062.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000062.bin,BBDD/15/iq_tx_000062.bin,BBDD/15/iq_rx_000062.bin,OLS_torch,15.0,31.203168067754596,16.203168067754596,16.203168067754596
15__000063,train,15.0,15,63,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000063.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000063.bin,BBDD/15/iq_tx_000063.bin,BBDD/15/iq_rx_000063.bin,OLS_torch,15.0,28.313913285997508,13.313913285997508,13.313913285997508
15__000065,train,15.0,15,65,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000065.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000065.bin,BBDD/15/iq_tx_000065.bin,BBDD/15/iq_rx_000065.bin,OLS_torch,15.0,26.191795329301357,11.191795329301357,11.191795329301357
15__000066,train,15.0,15,66,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000066.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000066.bin,BBDD/15/iq_tx_000066.bin,BBDD/15/iq_rx_000066.bin,OLS_torch,15.0,24.10652929773409,9.106529297734092,9.106529297734092
15__000067,train,15.0,15,67,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000067.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000067.bin,BBDD/15/iq_tx_000067.bin,BBDD/15/iq_rx_000067.bin,OLS_torch,15.0,27.566801682823538,12.566801682823538,12.566801682823538
15__000069,train,15.0,15,69,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000069.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000069.bin,BBDD/15/iq_tx_000069.bin,BBDD/15/iq_rx_000069.bin,OLS_torch,15.0,29.061414836849373,14.061414836849373,14.061414836849373
15__000070,train,15.0,15,70,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000070.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000070.bin,BBDD/15/iq_tx_000070.bin,BBDD/15/iq_rx_000070.bin,OLS_torch,15.0,24.33820845689332,9.33820845689332,9.33820845689332
15__000071,train,15.0,15,71,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000071.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000071.bin,BBDD/15/iq_tx_000071.bin,BBDD/15/iq_rx_000071.bin,OLS_torch,15.0,29.30725090255624,14.307250902556241,14.307250902556241
15__000072,train,15.0,15,72,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000072.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000072.bin,BBDD/15/iq_tx_000072.bin,BBDD/15/iq_rx_000072.bin,OLS_torch,15.0,25.68388026844768,10.68388026844768,10.68388026844768
15__000073,train,15.0,15,73,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000073.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000073.bin,BBDD/15/iq_tx_000073.bin,BBDD/15/iq_rx_000073.bin,OLS_torch,15.0,25.499635695974053,10.499635695974053,10.499635695974053
15__000074,train,15.0,15,74,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000074.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000074.bin,BBDD/15/iq_tx_000074.bin,BBDD/15/iq_rx_000074.bin,OLS_torch,15.0,32.127630031572735,17.127630031572735,17.127630031572735
15__000076,train,15.0,15,76,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000076.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000076.bin,BBDD/15/iq_tx_000076.bin,BBDD/15/iq_rx_000076.bin,OLS_torch,15.0,18.896446612762638,3.896446612762638,3.896446612762638
15__000077,train,15.0,15,77,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000077.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000077.bin,BBDD/15/iq_tx_000077.bin,BBDD/15/iq_rx_000077.bin,OLS_torch,15.0,27.623792735896586,12.623792735896586,12.623792735896586
15__000078,train,15.0,15,78,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000078.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000078.bin,BBDD/15/iq_tx_000078.bin,BBDD/15/iq_rx_000078.bin,OLS_torch,15.0,11.11524976298768,-3.8847502370123195,3.8847502370123195
15__000079,train,15.0,15,79,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000079.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000079.bin,BBDD/15/iq_tx_000079.bin,BBDD/15/iq_rx_000079.bin,OLS_torch,15.0,14.916656316100937,-0.08334368389906288,0.08334368389906288
15__000080,train,15.0,15,80,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000080.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000080.bin,BBDD/15/iq_tx_000080.bin,BBDD/15/iq_rx_000080.bin,OLS_torch,15.0,28.705815299587233,13.705815299587233,13.705815299587233
15__000081,train,15.0,15,81,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000081.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000081.bin,BBDD/15/iq_tx_000081.bin,BBDD/15/iq_rx_000081.bin,OLS_torch,15.0,27.872312052540792,12.872312052540792,12.872312052540792
15__000082,train,15.0,15,82,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000082.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000082.bin,BBDD/15/iq_tx_000082.bin,BBDD/15/iq_rx_000082.bin,OLS_torch,15.0,18.482367913897754,3.482367913897754,3.482367913897754
15__000083,train,15.0,15,83,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000083.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000083.bin,BBDD/15/iq_tx_000083.bin,BBDD/15/iq_rx_000083.bin,OLS_torch,15.0,26.472005856977475,11.472005856977475,11.472005856977475
15__000084,train,15.0,15,84,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000084.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000084.bin,BBDD/15/iq_tx_000084.bin,BBDD/15/iq_rx_000084.bin,OLS_torch,15.0,28.901654491641327,13.901654491641327,13.901654491641327
15__000086,train,15.0,15,86,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000086.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000086.bin,BBDD/15/iq_tx_000086.bin,BBDD/15/iq_rx_000086.bin,OLS_torch,15.0,10.417288317109836,-4.582711682890164,4.582711682890164
15__000088,train,15.0,15,88,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000088.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000088.bin,BBDD/15/iq_tx_000088.bin,BBDD/15/iq_rx_000088.bin,OLS_torch,15.0,28.473011601018843,13.473011601018843,13.473011601018843
15__000089,train,15.0,15,89,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000089.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000089.bin,BBDD/15/iq_tx_000089.bin,BBDD/15/iq_rx_000089.bin,OLS_torch,15.0,25.768801889466666,10.768801889466666,10.768801889466666
15__000090,train,15.0,15,90,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000090.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000090.bin,BBDD/15/iq_tx_000090.bin,BBDD/15/iq_rx_000090.bin,OLS_torch,15.0,17.201523493677392,2.201523493677392,2.201523493677392
15__000092,train,15.0,15,92,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000092.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000092.bin,BBDD/15/iq_tx_000092.bin,BBDD/15/iq_rx_000092.bin,OLS_torch,15.0,24.153447360070672,9.153447360070672,9.153447360070672
15__000094,train,15.0,15,94,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000094.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000094.bin,BBDD/15/iq_tx_000094.bin,BBDD/15/iq_rx_000094.bin,OLS_torch,15.0,16.983054775723474,1.983054775723474,1.983054775723474
15__000096,train,15.0,15,96,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000096.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000096.bin,BBDD/15/iq_tx_000096.bin,BBDD/15/iq_rx_000096.bin,OLS_torch,15.0,23.693035025221842,8.693035025221842,8.693035025221842
15__000097,train,15.0,15,97,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000097.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000097.bin,BBDD/15/iq_tx_000097.bin,BBDD/15/iq_rx_000097.bin,OLS_torch,15.0,22.523210794371906,7.523210794371906,7.523210794371906
15__000100,train,15.0,15,100,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000100.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000100.bin,BBDD/15/iq_tx_000100.bin,BBDD/15/iq_rx_000100.bin,OLS_torch,15.0,18.63286618344498,3.6328661834449782,3.6328661834449782
15__000101,train,15.0,15,101,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000101.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000101.bin,BBDD/15/iq_tx_000101.bin,BBDD/15/iq_rx_000101.bin,OLS_torch,15.0,21.523022579837445,6.523022579837445,6.523022579837445
15__000102,train,15.0,15,102,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000102.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000102.bin,BBDD/15/iq_tx_000102.bin,BBDD/15/iq_rx_000102.bin,OLS_torch,15.0,18.908749974940438,3.908749974940438,3.908749974940438
15__000104,train,15.0,15,104,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000104.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000104.bin,BBDD/15/iq_tx_000104.bin,BBDD/15/iq_rx_000104.bin,OLS_torch,15.0,18.355080499673413,3.355080499673413,3.355080499673413
15__000105,train,15.0,15,105,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000105.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000105.bin,BBDD/15/iq_tx_000105.bin,BBDD/15/iq_rx_000105.bin,OLS_torch,15.0,22.690739454481424,7.690739454481424,7.690739454481424
15__000106,train,15.0,15,106,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000106.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000106.bin,BBDD/15/iq_tx_000106.bin,BBDD/15/iq_rx_000106.bin,OLS_torch,15.0,17.980140162832512,2.9801401628325124,2.9801401628325124
15__000107,train,15.0,15,107,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000107.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000107.bin,BBDD/15/iq_tx_000107.bin,BBDD/15/iq_rx_000107.bin,OLS_torch,15.0,21.431706308352382,6.431706308352382,6.431706308352382
15__000108,train,15.0,15,108,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000108.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000108.bin,BBDD/15/iq_tx_000108.bin,BBDD/15/iq_rx_000108.bin,OLS_torch,15.0,22.359915910267425,7.359915910267425,7.359915910267425
15__000109,train,15.0,15,109,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000109.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000109.bin,BBDD/15/iq_tx_000109.bin,BBDD/15/iq_rx_000109.bin,OLS_torch,15.0,15.182434153213777,0.18243415321377654,0.18243415321377654
15__000110,train,15.0,15,110,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000110.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000110.bin,BBDD/15/iq_tx_000110.bin,BBDD/15/iq_rx_000110.bin,OLS_torch,15.0,17.881010509866353,2.8810105098663534,2.8810105098663534
15__000111,train,15.0,15,111,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000111.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000111.bin,BBDD/15/iq_tx_000111.bin,BBDD/15/iq_rx_000111.bin,OLS_torch,15.0,18.49100343156211,3.4910034315621097,3.4910034315621097
15__000113,train,15.0,15,113,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000113.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000113.bin,BBDD/15/iq_tx_000113.bin,BBDD/15/iq_rx_000113.bin,OLS_torch,15.0,22.045048054817258,7.045048054817258,7.045048054817258
15__000114,train,15.0,15,114,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000114.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000114.bin,BBDD/15/iq_tx_000114.bin,BBDD/15/iq_rx_000114.bin,OLS_torch,15.0,23.551503094085454,8.551503094085454,8.551503094085454
15__000115,train,15.0,15,115,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000115.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000115.bin,BBDD/15/iq_tx_000115.bin,BBDD/15/iq_rx_000115.bin,OLS_torch,15.0,22.244605083769997,7.244605083769997,7.244605083769997
