sample_uid,split,temperature,temperature_folder,sample_id,tx_path,rx_path,tx_path_rel_to_bbdd_parent,rx_path_rel_to_bbdd_parent,model,y_true,y_pred,error,abs_error
15__000015,train,15.0,15,15,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000015.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000015.bin,BBDD/15/iq_tx_000015.bin,BBDD/15/iq_rx_000015.bin,RidgePoly2_torch,15.0,21.765900422122908,6.7659004221229075,6.7659004221229075
15__000018,train,15.0,15,18,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000018.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000018.bin,BBDD/15/iq_tx_000018.bin,BBDD/15/iq_rx_000018.bin,RidgePoly2_torch,15.0,25.186791238866334,10.186791238866334,10.186791238866334
15__000023,train,15.0,15,23,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000023.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000023.bin,BBDD/15/iq_tx_000023.bin,BBDD/15/iq_rx_000023.bin,RidgePoly2_torch,15.0,19.949070258048543,4.949070258048543,4.949070258048543
15__000024,train,15.0,15,24,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000024.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000024.bin,BBDD/15/iq_tx_000024.bin,BBDD/15/iq_rx_000024.bin,RidgePoly2_torch,15.0,24.646762396728942,9.646762396728942,9.646762396728942
15__000025,train,15.0,15,25,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000025.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000025.bin,BBDD/15/iq_tx_000025.bin,BBDD/15/iq_rx_000025.bin,RidgePoly2_torch,15.0,25.720443515378193,10.720443515378193,10.720443515378193
15__000027,train,15.0,15,27,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000027.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000027.bin,BBDD/15/iq_tx_000027.bin,BBDD/15/iq_rx_000027.bin,RidgePoly2_torch,15.0,18.687256955307994,3.687256955307994,3.687256955307994
15__000028,train,15.0,15,28,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000028.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000028.bin,BBDD/15/iq_tx_000028.bin,BBDD/15/iq_rx_000028.bin,RidgePoly2_torch,15.0,25.136263836005252,10.136263836005252,10.136263836005252
15__000029,train,15.0,15,29,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000029.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000029.bin,BBDD/15/iq_tx_000029.bin,BBDD/15/iq_rx_000029.bin,RidgePoly2_torch,15.0,26.055279176616445,11.055279176616445,11.055279176616445
15__000030,train,15.0,15,30,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000030.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000030.bin,BBDD/15/iq_tx_000030.bin,BBDD/15/iq_rx_000030.bin,RidgePoly2_torch,15.0,25.888852366176994,10.888852366176994,10.888852366176994
15__000031,train,15.0,15,31,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000031.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000031.bin,BBDD/15/iq_tx_000031.bin,BBDD/15/iq_rx_000031.bin,RidgePoly2_torch,15.0,26.60752397753231,11.60752397753231,11.60752397753231
15__000032,train,15.0,15,32,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000032.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000032.bin,BBDD/15/iq_tx_000032.bin,BBDD/15/iq_rx_000032.bin,RidgePoly2_torch,15.0,25.274090311741315,10.274090311741315,10.274090311741315
15__000033,train,15.0,15,33,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000033.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000033.bin,BBDD/15/iq_tx_000033.bin,BBDD/15/iq_rx_000033.bin,RidgePoly2_torch,15.0,25.403338011261344,10.403338011261344,10.403338011261344
15__000036,train,15.0,15,36,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000036.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000036.bin,BBDD/15/iq_tx_000036.bin,BBDD/15/iq_rx_000036.bin,RidgePoly2_torch,15.0,24.25924030645943,9.259240306459429,9.259240306459429
15__000038,train,15.0,15,38,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000038.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000038.bin,BBDD/15/iq_tx_000038.bin,BBDD/15/iq_rx_000038.bin,RidgePoly2_torch,15.0,25.102458650922607,10.102458650922607,10.102458650922607
15__000039,train,15.0,15,39,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000039.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000039.bin,BBDD/15/iq_tx_000039.bin,BBDD/15/iq_rx_000039.bin,RidgePoly2_torch,15.0,24.797184277979394,9.797184277979394,9.797184277979394
15__000041,train,15.0,15,41,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000041.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000041.bin,BBDD/15/iq_tx_000041.bin,BBDD/15/iq_rx_000041.bin,RidgePoly2_torch,15.0,25.848799267443884,10.848799267443884,10.848799267443884
15__000042,train,15.0,15,42,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000042.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000042.bin,BBDD/15/iq_tx_000042.bin,BBDD/15/iq_rx_000042.bin,RidgePoly2_torch,15.0,26.67387013242484,11.673870132424842,11.673870132424842
15__000043,train,15.0,15,43,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000043.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000043.bin,BBDD/15/iq_tx_000043.bin,BBDD/15/iq_rx_000043.bin,RidgePoly2_torch,15.0,25.60567898091204,10.605678980912039,10.605678980912039
15__000044,train,15.0,15,44,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000044.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000044.bin,BBDD/15/iq_tx_000044.bin,BBDD/15/iq_rx_000044.bin,RidgePoly2_torch,15.0,30.022784160311957,15.022784160311957,15.022784160311957
15__000045,train,15.0,15,45,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000045.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000045.bin,BBDD/15/iq_tx_000045.bin,BBDD/15/iq_rx_000045.bin,RidgePoly2_torch,15.0,24.56303043817859,9.56303043817859,9.56303043817859
15__000047,train,15.0,15,47,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000047.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000047.bin,BBDD/15/iq_tx_000047.bin,BBDD/15/iq_rx_000047.bin,RidgePoly2_torch,15.0,22.756767939097372,7.756767939097372,7.756767939097372
15__000048,train,15.0,15,48,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000048.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000048.bin,BBDD/15/iq_tx_000048.bin,BBDD/15/iq_rx_000048.bin,RidgePoly2_torch,15.0,29.74284949719445,14.742849497194449,14.742849497194449
15__000049,train,15.0,15,49,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000049.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000049.bin,BBDD/15/iq_tx_000049.bin,BBDD/15/iq_rx_000049.bin,RidgePoly2_torch,15.0,27.998515456079442,12.998515456079442,12.998515456079442
15__000051,train,15.0,15,51,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000051.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000051.bin,BBDD/15/iq_tx_000051.bin,BBDD/15/iq_rx_000051.bin,RidgePoly2_torch,15.0,24.073081121845377,9.073081121845377,9.073081121845377
15__000052,train,15.0,15,52,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000052.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000052.bin,BBDD/15/iq_tx_000052.bin,BBDD/15/iq_rx_000052.bin,RidgePoly2_torch,15.0,29.415990951872434,14.415990951872434,14.415990951872434
15__000054,train,15.0,15,54,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000054.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000054.bin,BBDD/15/iq_tx_000054.bin,BBDD/15/iq_rx_000054.bin,RidgePoly2_torch,15.0,30.314033669402708,15.314033669402708,15.314033669402708
15__000055,train,15.0,15,55,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000055.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000055.bin,BBDD/15/iq_tx_000055.bin,BBDD/15/iq_rx_000055.bin,RidgePoly2_torch,15.0,32.60583666030531,17.605836660305307,17.605836660305307
15__000056,train,15.0,15,56,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000056.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000056.bin,BBDD/15/iq_tx_000056.bin,BBDD/15/iq_rx_000056.bin,RidgePoly2_torch,15.0,30.183620581683897,15.183620581683897,15.183620581683897
15__000057,train,15.0,15,57,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000057.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000057.bin,BBDD/15/iq_tx_000057.bin,BBDD/15/iq_rx_000057.bin,RidgePoly2_torch,15.0,27.202377918757417,12.202377918757417,12.202377918757417
15__000058,train,15.0,15,58,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000058.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000058.bin,BBDD/15/iq_tx_000058.bin,BBDD/15/iq_rx_000058.bin,RidgePoly2_torch,15.0,33.123655335202415,18.123655335202415,18.123655335202415
15__000059,train,15.0,15,59,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000059.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000059.bin,BBDD/15/iq_tx_000059.bin,BBDD/15/iq_rx_000059.bin,RidgePoly2_torch,15.0,23.14071222806814,8.14071222806814,8.14071222806814
15__000060,train,15.0,15,60,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000060.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000060.bin,BBDD/15/iq_tx_000060.bin,BBDD/15/iq_rx_000060.bin,RidgePoly2_torch,15.0,27.292251384322896,12.292251384322896,12.292251384322896
15__000061,train,15.0,15,61,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000061.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000061.bin,BBDD/15/iq_tx_000061.bin,BBDD/15/iq_rx_000061.bin,RidgePoly2_torch,15.0,31.286960415888636,16.286960415888636,16.286960415888636
15__000062,train,15.0,15,62,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000062.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000062.bin,BBDD/15/iq_tx_000062.bin,BBDD/15/iq_rx_000062.bin,RidgePoly2_torch,15.0,27.18871328760039,12.18871328760039,12.18871328760039
15__000063,train,15.0,15,63,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000063.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000063.bin,BBDD/15/iq_tx_000063.bin,BBDD/15/iq_rx_000063.bin,RidgePoly2_torch,15.0,30.30368485392585,15.303684853925851,15.303684853925851
15__000065,train,15.0,15,65,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000065.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000065.bin,BBDD/15/iq_tx_000065.bin,BBDD/15/iq_rx_000065.bin,RidgePoly2_torch,15.0,26.217609493954875,11.217609493954875,11.217609493954875
15__000066,train,15.0,15,66,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000066.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000066.bin,BBDD/15/iq_tx_000066.bin,BBDD/15/iq_rx_000066.bin,RidgePoly2_torch,15.0,26.21545441040777,11.21545441040777,11.21545441040777
15__000067,train,15.0,15,67,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000067.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000067.bin,BBDD/15/iq_tx_000067.bin,BBDD/15/iq_rx_000067.bin,RidgePoly2_torch,15.0,33.702885393254284,18.702885393254284,18.702885393254284
15__000069,train,15.0,15,69,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000069.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000069.bin,BBDD/15/iq_tx_000069.bin,BBDD/15/iq_rx_000069.bin,RidgePoly2_torch,15.0,33.10349385904854,18.10349385904854,18.10349385904854
15__000070,train,15.0,15,70,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000070.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000070.bin,BBDD/15/iq_tx_000070.bin,BBDD/15/iq_rx_000070.bin,RidgePoly2_torch,15.0,32.90732520134148,17.90732520134148,17.90732520134148
15__000071,train,15.0,15,71,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000071.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000071.bin,BBDD/15/iq_tx_000071.bin,BBDD/15/iq_rx_000071.bin,RidgePoly2_torch,15.0,33.47491059263428,18.47491059263428,18.47491059263428
15__000072,train,15.0,15,72,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000072.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000072.bin,BBDD/15/iq_tx_000072.bin,BBDD/15/iq_rx_000072.bin,RidgePoly2_torch,15.0,32.0879652743071,17.087965274307102,17.087965274307102
15__000073,train,15.0,15,73,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000073.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000073.bin,BBDD/15/iq_tx_000073.bin,BBDD/15/iq_rx_000073.bin,RidgePoly2_torch,15.0,28.330817360619406,13.330817360619406,13.330817360619406
15__000074,train,15.0,15,74,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000074.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000074.bin,BBDD/15/iq_tx_000074.bin,BBDD/15/iq_rx_000074.bin,RidgePoly2_torch,15.0,31.131577228473986,16.131577228473986,16.131577228473986
15__000076,train,15.0,15,76,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000076.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000076.bin,BBDD/15/iq_tx_000076.bin,BBDD/15/iq_rx_000076.bin,RidgePoly2_torch,15.0,27.71160773097725,12.71160773097725,12.71160773097725
15__000077,train,15.0,15,77,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000077.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000077.bin,BBDD/15/iq_tx_000077.bin,BBDD/15/iq_rx_000077.bin,RidgePoly2_torch,15.0,25.87579494754828,10.875794947548279,10.875794947548279
15__000078,train,15.0,15,78,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000078.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000078.bin,BBDD/15/iq_tx_000078.bin,BBDD/15/iq_rx_000078.bin,RidgePoly2_torch,15.0,16.585385181934218,1.5853851819342175,1.5853851819342175
15__000079,train,15.0,15,79,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000079.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000079.bin,BBDD/15/iq_tx_000079.bin,BBDD/15/iq_rx_000079.bin,RidgePoly2_torch,15.0,16.331862773595468,1.3318627735954678,1.3318627735954678
15__000080,train,15.0,15,80,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000080.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000080.bin,BBDD/15/iq_tx_000080.bin,BBDD/15/iq_rx_000080.bin,RidgePoly2_torch,15.0,33.563454557728605,18.563454557728605,18.563454557728605
15__000081,train,15.0,15,81,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000081.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000081.bin,BBDD/15/iq_tx_000081.bin,BBDD/15/iq_rx_000081.bin,RidgePoly2_torch,15.0,29.990220224047405,14.990220224047405,14.990220224047405
15__000082,train,15.0,15,82,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000082.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000082.bin,BBDD/15/iq_tx_000082.bin,BBDD/15/iq_rx_000082.bin,RidgePoly2_torch,15.0,22.9472951970931,7.947295197093101,7.947295197093101
15__000083,train,15.0,15,83,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000083.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000083.bin,BBDD/15/iq_tx_000083.bin,BBDD/15/iq_rx_000083.bin,RidgePoly2_torch,15.0,35.56419298578517,20.56419298578517,20.56419298578517
15__000084,train,15.0,15,84,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000084.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000084.bin,BBDD/15/iq_tx_000084.bin,BBDD/15/iq_rx_000084.bin,RidgePoly2_torch,15.0,27.565520524330434,12.565520524330434,12.565520524330434
15__000086,train,15.0,15,86,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000086.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000086.bin,BBDD/15/iq_tx_000086.bin,BBDD/15/iq_rx_000086.bin,RidgePoly2_torch,15.0,12.643049168577082,-2.3569508314229175,2.3569508314229175
15__000088,train,15.0,15,88,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000088.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000088.bin,BBDD/15/iq_tx_000088.bin,BBDD/15/iq_rx_000088.bin,RidgePoly2_torch,15.0,30.192461048857176,15.192461048857176,15.192461048857176
15__000089,train,15.0,15,89,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000089.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000089.bin,BBDD/15/iq_tx_000089.bin,BBDD/15/iq_rx_000089.bin,RidgePoly2_torch,15.0,27.07246952350301,12.07246952350301,12.07246952350301
15__000090,train,15.0,15,90,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000090.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000090.bin,BBDD/15/iq_tx_000090.bin,BBDD/15/iq_rx_000090.bin,RidgePoly2_torch,15.0,21.051211793209355,6.0512117932093545,6.0512117932093545
15__000092,train,15.0,15,92,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000092.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000092.bin,BBDD/15/iq_tx_000092.bin,BBDD/15/iq_rx_000092.bin,RidgePoly2_torch,15.0,25.037057285613013,10.037057285613013,10.037057285613013
15__000094,train,15.0,15,94,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000094.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000094.bin,BBDD/15/iq_tx_000094.bin,BBDD/15/iq_rx_000094.bin,RidgePoly2_torch,15.0,20.789030388819214,5.789030388819214,5.789030388819214
15__000096,train,15.0,15,96,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000096.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000096.bin,BBDD/15/iq_tx_000096.bin,BBDD/15/iq_rx_000096.bin,RidgePoly2_torch,15.0,33.44114640580162,18.441146405801618,18.441146405801618
15__000097,train,15.0,15,97,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000097.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000097.bin,BBDD/15/iq_tx_000097.bin,BBDD/15/iq_rx_000097.bin,RidgePoly2_torch,15.0,28.52291644534303,13.522916445343029,13.522916445343029
15__000100,train,15.0,15,100,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000100.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000100.bin,BBDD/15/iq_tx_000100.bin,BBDD/15/iq_rx_000100.bin,RidgePoly2_torch,15.0,24.500182210607335,9.500182210607335,9.500182210607335
15__000101,train,15.0,15,101,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000101.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000101.bin,BBDD/15/iq_tx_000101.bin,BBDD/15/iq_rx_000101.bin,RidgePoly2_torch,15.0,28.043245683278023,13.043245683278023,13.043245683278023
15__000102,train,15.0,15,102,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000102.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000102.bin,BBDD/15/iq_tx_000102.bin,BBDD/15/iq_rx_000102.bin,RidgePoly2_torch,15.0,21.017983865888006,6.017983865888006,6.017983865888006
15__000104,train,15.0,15,104,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000104.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000104.bin,BBDD/15/iq_tx_000104.bin,BBDD/15/iq_rx_000104.bin,RidgePoly2_torch,15.0,21.785074076415004,6.785074076415004,6.785074076415004
15__000105,train,15.0,15,105,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000105.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000105.bin,BBDD/15/iq_tx_000105.bin,BBDD/15/iq_rx_000105.bin,RidgePoly2_torch,15.0,23.853334299399542,8.853334299399542,8.853334299399542
15__000106,train,15.0,15,106,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000106.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000106.bin,BBDD/15/iq_tx_000106.bin,BBDD/15/iq_rx_000106.bin,RidgePoly2_torch,15.0,20.676647665685135,5.676647665685135,5.676647665685135
15__000107,train,15.0,15,107,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000107.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000107.bin,BBDD/15/iq_tx_000107.bin,BBDD/15/iq_rx_000107.bin,RidgePoly2_torch,15.0,20.951994431872194,5.951994431872194,5.951994431872194
15__000108,train,15.0,15,108,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000108.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000108.bin,BBDD/15/iq_tx_000108.bin,BBDD/15/iq_rx_000108.bin,RidgePoly2_torch,15.0,23.303422983964396,8.303422983964396,8.303422983964396
15__000109,train,15.0,15,109,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000109.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000109.bin,BBDD/15/iq_tx_000109.bin,BBDD/15/iq_rx_000109.bin,RidgePoly2_torch,15.0,25.991079299678717,10.991079299678717,10.991079299678717
15__000110,train,15.0,15,110,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000110.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000110.bin,BBDD/15/iq_tx_000110.bin,BBDD/15/iq_rx_000110.bin,RidgePoly2_torch,15.0,21.42054249404196,6.42054249404196,6.42054249404196
15__000111,train,15.0,15,111,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000111.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000111.bin,BBDD/15/iq_tx_000111.bin,BBDD/15/iq_rx_000111.bin,RidgePoly2_torch,15.0,21.91739631186686,6.9173963118668595,6.9173963118668595
15__000113,train,15.0,15,113,/home/hugo/Escritorio/ISAC/BBDD/15/iq_tx_000113.bin,/home/hugo/Escritorio/ISAC/BBDD/15/iq_rx_000113.bin,BBDD/15/iq_tx_000113.bin,BBDD/15/iq_rx_000113.bin,RidgePoly2_torch,15.0,20.481026639786986,5.481026639786986,5.481026639786986
